claim_start_date,claim_id,tenure,exposure_id,claim_status,condition_category,claim_paid,total_claim_amount,nb_postcode,nb_suburb,nb_state,median_income,UW_Date,pet_gender,pet_de_sexed,pet_de_sexed_age,pet_is_switcher,nb_policy_first_inception_date,pet_age_months,nb_contribution,nb_excess,nb_address_type_adj,person_dob,nb_contribution_excess,pet_age_years,owner_age_years,nb_number_of_breeds,nb_average_breed_size,nb_breed_type,nb_breed_trait,nb_breed_name_unique,nb_breed_name_unique_concat,is_multi_pet_plan,lead_date_day,quote_date,quote_time_group,exposure_id_1,row_num,earned_units,SA1,SA2,SA3,SA4,mm_category
2024-06-30T00:00:00Z,claim_60dae1c6-d4b1-4ab8-9def-335dccd389f3,6,exposure_4706d3e8-e698-44bc-8357-571d17d01ce1,covered_paid,Gastrointestinal Issues,259.44545454545454,379.1818181818182,4053,Stafford,QLD,59745,2024-06-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-12-26T17:00:00Z,6,90,100,House,2001-07-02,90100,0-6 months,22,1,2,purebred,collie related,border collie,border collie,FALSE,0,2023-12-27T20:25:25Z,Evening (18:00 - 23:59),exposure_4706d3e8-e698-44bc-8357-571d17d01ce1,1,1,Everton Hills,The Hills District,Hills District,Moreton Bay - South,1
2024-06-30T00:00:00Z,claim_6779394a-6b35-4e75-9504-20c8e2536a52,6,exposure_f6d66459-cc9e-4db5-9d20-e74a4ab85264,covered_paid,Ingestion,245.58181818181816,397.8909090909091,3095,Eltham,VIC,60025,2024-06-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-27T17:00:00Z,2,80,100,House,1970-03-16,80100,0-6 months,53,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2023-12-28T14:54:50Z,Afternoon (12:00 - 17:59),exposure_f6d66459-cc9e-4db5-9d20-e74a4ab85264,1,1,Research,Research - North Warrandyte,Nillumbik - Kinglake,Melbourne - North East,1
2024-06-30T00:00:00Z,claim_8b44c0e8-29a9-409e-9cec-535fe0ab953c,1,exposure_634571a0-edbb-4e4e-8490-0319c987b312,covered_paid,Ingestion,2371.5,2635,2257,Umina Beach,NSW,47126,2024-06-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-05-24T17:00:00Z,2,90,0,House,1989-06-28,900,0-6 months,34,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-05-25T16:21:09Z,Afternoon (12:00 - 17:59),exposure_634571a0-edbb-4e4e-8490-0319c987b312,1,1,Umina Beach,Umina - Booker Bay - Patonga,Gosford,Central Coast,1
2024-06-30T00:00:00Z,claim_ae3e912c-0808-4cfa-b32c-645f337964d4,1,exposure_57f09861-b10b-45d2-99f9-a89da3eb7c68,covered_paid,Ingestion,844.1090909090908,1146.0454545454545,4053,Mitchelton,QLD,64547,2024-06-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-05-23T17:00:00Z,2,80,100,House,1995-08-18,80100,0-6 months,28,1,3,purebred,shepherd type,german shepherd,german shepherd,FALSE,0,2024-05-24T09:33:46Z,Morning (05:00 - 11:59),exposure_57f09861-b10b-45d2-99f9-a89da3eb7c68,1,1,Everton Hills,The Hills District,Hills District,Moreton Bay - South,1
2024-07-01T00:00:00Z,claim_01183107-781a-40a4-adae-e0efd4326330,8,exposure_c7f3005f-312e-4df6-a721-0a7fb79eb5e7,covered_paid,Ortho,76.1,95.12727272727273,2035,Maroubra,NSW,63227,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-11-15T17:00:00Z,17,80,100,House,1989-07-27,80100,1 years,34,1,2,purebred,teckel,cardigan welsh corgi,cardigan welsh corgi,TRUE,0,2023-11-01T06:08:06Z,Morning (05:00 - 11:59),exposure_c7f3005f-312e-4df6-a721-0a7fb79eb5e7,1,1,Maroubra,Maroubra - West,Eastern Suburbs - South,Sydney - Eastern Suburbs,1
2024-07-01T00:00:00Z,claim_02ec4c88-cd3c-4648-841b-6851a5f00fd1,6,exposure_fa9b5755-0c4c-4357-b455-bee009922e0b,covered_with_exclusions_paid,"Gastrointestinal Issues, Eyes & ears",30.68181818181818,148.18181818181816,4214,Molendinar,QLD,43955,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-31T17:00:00Z,8,90,100,House,1983-03-03,90100,7-12 months,40,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-01-01T19:35:38Z,Evening (18:00 - 23:59),exposure_fa9b5755-0c4c-4357-b455-bee009922e0b,1,1,Parkwood (Qld),Parkwood,Southport,Gold Coast,1
2024-07-01T00:00:00Z,claim_02ef798e-01b9-4e24-8aba-d3d4d8e31c18,4,exposure_6630abcb-f59b-4c86-b3dd-67047ff7ecd4,covered_paid,Eyes & ears,130.47272727272727,163.0909090909091,6171,Baldivis,WA,57170,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-03-14T17:00:00Z,6,80,0,House,1968-07-14,800,0-6 months,55,1,3,unnamed cross,unknown,bull terrier cross,bull terrier cross,FALSE,0,2024-03-14T21:28:26Z,Evening (18:00 - 23:59),exposure_6630abcb-f59b-4c86-b3dd-67047ff7ecd4,1,1,Baldivis,Baldivis - South,Rockingham,Perth - South West,1
2024-07-01T00:00:00Z,claim_122277f5-bf86-4bfa-b06a-81dcbf00efb3,4,exposure_3449927e-e41f-4031-a24c-8ca388fb3183,covered_paid,Injuries,679.7818181818182,849.7363636363636,6169,Shoalwater,WA,19214,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-03-20T17:00:00Z,2,80,100,House,1979-05-16,80100,0-6 months,44,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-03-03T17:41:48Z,Afternoon (12:00 - 17:59),exposure_3449927e-e41f-4031-a24c-8ca388fb3183,1,1,Warnbro,Warnbro,Rockingham,Perth - South West,1
2024-07-01T00:00:00Z,claim_2bf861ce-1cbb-40ff-9ff9-3e42209326f3,3,exposure_315ed8aa-482c-47a5-8b62-13d8dd5e52da,covered_paid,Gastrointestinal Issues,160.1272727272727,291.07272727272726,2203,Dulwich Hill,NSW,68495,2024-07-01T00:00:00Z,male,TRUE,1-2 years,FALSE,2024-04-08T17:00:00Z,35,80,100,Apartment,1992-10-24,80100,2 years,31,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2024-04-08T15:01:27Z,Afternoon (12:00 - 17:59),exposure_315ed8aa-482c-47a5-8b62-13d8dd5e52da,1,1,Dulwich Hill,Dulwich Hill - Lewisham,Strathfield - Burwood - Ashfield,Sydney - Inner West,1
2024-07-01T00:00:00Z,claim_2f0e873c-3267-4c7c-a456-c6ce3525ddf6,9,exposure_a472c685-9b93-4904-a28e-67dac2b5fe07,covered_with_exclusions_paid,"Other, Ingestion",298.6545454545454,395.29999999999995,4650,Grahams Creek,QLD,45106,2024-07-01T00:00:00Z,female,TRUE,1-2 years,FALSE,2023-10-16T17:00:00Z,21,90,0,House,1972-08-15,900,1 years,51,1,1,purebred,brachycephalic,cavalier king charles spaniel,cavalier king charles spaniel,FALSE,0,2023-10-18T10:03:08Z,Morning (05:00 - 11:59),exposure_a472c685-9b93-4904-a28e-67dac2b5fe07,1,1,Tinana,Tinana,Maryborough,Wide Bay,3
2024-07-01T00:00:00Z,claim_4c425962-08fb-4774-b8fc-506980410b56,5,exposure_0aec64d2-c0c8-4907-b390-cb63f4f9841b,covered_paid,Ingestion,301.16363636363633,467.3636363636364,2026,Bondi,NSW,69585,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-02-24T17:00:00Z,11,80,100,House,1986-12-24,80100,7-12 months,37,1,3,unnamed cross,unknown,german pointer cross,german pointer cross,FALSE,0,2024-02-25T11:32:58Z,Morning (05:00 - 11:59),exposure_0aec64d2-c0c8-4907-b390-cb63f4f9841b,1,1,North Bondi,Dover Heights,Eastern Suburbs - North,Sydney - Eastern Suburbs,1
2024-07-01T00:00:00Z,claim_4e5e93b5-1889-4407-aa3a-0dac345923b7,8,exposure_856c561a-d931-49ab-a30d-02808558b883,covered_paid,Gastrointestinal Issues,822.8727272727272,1119.5,4213,Mudgeeraba,QLD,48886,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-11-19T17:00:00Z,2,80,100,House,1981-06-25,80100,0-6 months,42,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2023-11-20T09:02:44Z,Morning (05:00 - 11:59),exposure_856c561a-d931-49ab-a30d-02808558b883,1,1,Tallai,Worongary - Tallai,Nerang,Gold Coast,1
2024-07-01T00:00:00Z,claim_560f4ecc-7b57-444c-993f-dfc72a01b736,4,exposure_245ce036-e015-48da-859c-afe8fce214f7,covered,Injuries,0,59,2296,Islington,NSW,57839,2024-07-01T00:00:00Z,female,TRUE,7-12 months,FALSE,2024-03-28T17:00:00Z,38,80,100,House,1988-09-23,80100,3 years,35,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-03-29T08:18:51Z,Morning (05:00 - 11:59),exposure_245ce036-e015-48da-859c-afe8fce214f7,1,1,Islington,Wickham - Carrington - Tighes Hill,Newcastle,Newcastle and Lake Macquarie,1
2024-07-01T00:00:00Z,claim_56aaea49-3613-4d11-a644-ef60ca55af06,3,exposure_466e6f94-3e15-469a-afe7-50101a3bdaee,covered_paid,Injuries,116.59090909090908,129.54545454545453,2093,Balgowlah,NSW,69657,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-04-26T17:00:00Z,7,90,100,House,1980-04-18,90100,7-12 months,44,1,2,purebred,collie related,australian kelpie,australian kelpie,FALSE,0,2024-04-26T08:48:59Z,Morning (05:00 - 11:59),exposure_466e6f94-3e15-469a-afe7-50101a3bdaee,1,1,North Balgowlah,Manly Vale - Allambie Heights,Warringah,Sydney - Northern Beaches,1
2024-07-01T00:00:00Z,claim_586cfd95-66c2-4504-a9ab-3a2c6bb5d99c,6,exposure_360e2a98-7eea-4163-b7f4-acab694799fd,covered_paid,Other,91.92727272727272,114.9090909090909,3055,Brunswick West,VIC,57450,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-03T17:00:00Z,4,80,0,Apartment,1976-12-04,800,0-6 months,47,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-01-04T08:04:11Z,Morning (05:00 - 11:59),exposure_360e2a98-7eea-4163-b7f4-acab694799fd,1,1,Brunswick West,Brunswick - South,Essendon,Melbourne - Inner,1
2024-07-01T00:00:00Z,claim_5cad512d-2f52-4d81-9b31-1f3135d64dbc,3,exposure_392be6e4-b25a-4ca0-8831-6becf640604d,covered_with_exclusions,Eyes & ears,0,240.86363636363637,4570,Woolooga,QLD,36468,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-04-25T17:00:00Z,16,90,200,House,1991-12-09,90200,1 years,32,1,2,purebred,spaniel,cocker spaniel,cocker spaniel,TRUE,0,2024-04-26T17:11:12Z,Afternoon (12:00 - 17:59),exposure_392be6e4-b25a-4ca0-8831-6becf640604d,1,1,Kanigan,Maryborough Surrounds - South,Maryborough,Wide Bay,5
2024-07-01T00:00:00Z,claim_640d69fd-100d-4645-abf8-9f06c5522d74,3,exposure_1269144c-b579-4460-94e9-c1d83054cfa1,covered_paid,Illness,161.78181818181818,202.2272727272727,4563,Tinbeerwah,QLD,39745,2024-07-01T00:00:00Z,female,TRUE,4-6 months,FALSE,2024-04-09T17:00:00Z,92,80,0,House,1965-05-22,800,7 years,58,1,2,unnamed cross,unknown,beagle cross,beagle cross,TRUE,0,2024-04-09T14:27:16Z,Afternoon (12:00 - 17:59),exposure_1269144c-b579-4460-94e9-c1d83054cfa1,1,1,Carters Ridge,Gympie Surrounds,Gympie - Cooloola,Wide Bay,2
2024-07-01T00:00:00Z,claim_65f6189f-b61a-4f29-8564-f68d9a7a4c4f,4,exposure_b39ce631-aa81-4017-977e-e81b5649abf4,covered_paid,Eyes & ears,41.5090909090909,132.4181818181818,5081,Vale Park,SA,62477,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-03-06T17:00:00Z,2,100,100,House,1995-10-06,100100,0-6 months,28,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-03-07T08:47:09Z,Morning (05:00 - 11:59),exposure_b39ce631-aa81-4017-977e-e81b5649abf4,1,1,Walkerville (SA),Walkerville,Prospect - Walkerville,Adelaide - Central and Hills,1
2024-07-01T00:00:00Z,claim_6cb3923d-0281-45ce-ad5e-de0c2bf65c26,2,exposure_634571a0-edbb-4e4e-8490-0319c987b312,covered_paid,Ingestion,219.88181818181815,244.31818181818176,2257,Umina Beach,NSW,47126,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-05-24T17:00:00Z,2,90,0,House,1989-06-28,900,0-6 months,34,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-05-25T16:21:09Z,Afternoon (12:00 - 17:59),exposure_634571a0-edbb-4e4e-8490-0319c987b312,1,1,Umina Beach,Umina - Booker Bay - Patonga,Gosford,Central Coast,1
2024-07-01T00:00:00Z,claim_9a931d21-4137-4a90-84af-9d5950332328,8,exposure_fd75790f-cc34-4f34-b1c4-f6a509e19415,covered_paid,Gastrointestinal Issues,457.09090909090907,547.9999999999999,2010,Surry Hills,NSW,67312,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-11-18T17:00:00Z,2,100,100,Apartment,1954-11-27,100100,0-6 months,69,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2023-11-19T21:42:04Z,Evening (18:00 - 23:59),exposure_fd75790f-cc34-4f34-b1c4-f6a509e19415,1,1,Surry Hills,Surry Hills,Sydney Inner City,Sydney - City and Inner South,1
2024-07-01T00:00:00Z,claim_a4ed2482-eca3-4182-aa79-a7cd6ec4ac1b,3,exposure_10e2dd56-ce27-44bb-ab4b-5515a09c2a1f,covered_paid,Illness,81.65454545454544,181.63636363636363,2155,Kellyville,NSW,63948,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-04-06T17:00:00Z,3,90,100,Apartment,1979-11-22,90100,0-6 months,44,2,1,cross,cross,cross,"shih tzu cross, maltese cross",FALSE,0,2024-04-05T20:43:02Z,Evening (18:00 - 23:59),exposure_10e2dd56-ce27-44bb-ab4b-5515a09c2a1f,1,1,Rouse Hill,Schofields - East,Blacktown - North,Sydney - Blacktown,1
2024-07-01T00:00:00Z,claim_b4ef066d-5c5e-4cf9-a5fb-d3e97a1806c9,3,exposure_09bb3097-1519-4c2e-95d8-dc0b3247c67d,covered_paid,Illness,310.66363636363633,436.09090909090907,3740,Porepunkah,VIC,39120,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-04-27T17:00:00Z,5,90,100,House,1987-09-29,90100,0-6 months,36,1,3,cross,unknown,australian cobberdog,australian cobberdog,FALSE,0,2024-04-28T21:23:11Z,Evening (18:00 - 23:59),exposure_09bb3097-1519-4c2e-95d8-dc0b3247c67d,1,1,Wandiligong,Bright - Mount Beauty,Wodonga - Alpine,Hume,5
2024-07-01T00:00:00Z,claim_ca97001a-daec-48be-bccc-8b612d5e809b,7,exposure_8a6877ac-29f6-4871-a647-ccca01863784,covered_paid,Eyes & ears,69.75454545454545,168.4181818181818,3071,Thornbury,VIC,61162,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-12-01T17:00:00Z,40,90,100,House,1989-11-03,90100,3 years,34,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2023-12-02T07:43:17Z,Morning (05:00 - 11:59),exposure_8a6877ac-29f6-4871-a647-ccca01863784,1,1,Thornbury,Northcote - West,Darebin - South,Melbourne - Inner,1
2024-07-01T00:00:00Z,claim_d1a3492d-085f-4d1b-9c9f-994326ac77b0,3,exposure_67c9a831-e375-4f22-a00e-e0fdece3c8ea,covered_paid,Eyes & ears,32.07272727272727,130.99999999999997,2578,Bundanoon,NSW,46849,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-04-04T17:00:00Z,34,80,100,House,1983-02-13,80100,2 years,41,1,3,cross,unknown,australian cobberdog,australian cobberdog,FALSE,0,2024-03-12T14:24:21Z,Afternoon (12:00 - 17:59),exposure_67c9a831-e375-4f22-a00e-e0fdece3c8ea,1,1,Penrose,Southern Highlands,Southern Highlands,Southern Highlands and Shoalhaven,5
2024-07-01T00:00:00Z,claim_d5cc93bf-f1ff-4281-877c-56a1c328fc9e,2,exposure_634571a0-edbb-4e4e-8490-0319c987b312,covered_with_exclusions_paid,Ingestion,3534.172727272727,3940.363636363635,2257,Umina Beach,NSW,47126,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-05-24T17:00:00Z,2,90,0,House,1989-06-28,900,0-6 months,34,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-05-25T16:21:09Z,Afternoon (12:00 - 17:59),exposure_634571a0-edbb-4e4e-8490-0319c987b312,1,1,Umina Beach,Umina - Booker Bay - Patonga,Gosford,Central Coast,1
2024-07-01T00:00:00Z,claim_ea6f9c1c-9353-4032-8c30-d6dbbb2aaaf0,1,exposure_c436154d-47e2-41f5-8029-d9cd03100289,covered_paid,Gastrointestinal Issues,45.98181818181818,141.99999999999997,2028,Double Bay,NSW,73196,2024-07-01T00:00:00Z,male,TRUE,0-3 months,FALSE,2024-06-13T17:00:00Z,4,90,100,Apartment,1993-11-08,90100,0-6 months,30,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-06-14T22:54:15Z,Evening (18:00 - 23:59),exposure_c436154d-47e2-41f5-8029-d9cd03100289,1,1,Double Bay,Double Bay - Darling Point,Eastern Suburbs - North,Sydney - Eastern Suburbs,1
2024-07-01T00:00:00Z,claim_f486adac-9080-4248-af20-8ae4860d4a09,3,exposure_6785b446-b633-490c-a29d-bd6f8e87efa9,covered_with_exclusions_paid,Other,31.63636363636363,174.84545454545454,4567,Noosa Heads,QLD,41014,2024-07-01T00:00:00Z,female,TRUE,7-12 months,FALSE,2024-04-08T17:00:00Z,111,80,100,House,1961-02-18,80100,9 years,63,1,2,purebred,collie related,australian shepherd,australian shepherd,FALSE,0,2024-04-09T17:45:07Z,Afternoon (12:00 - 17:59),exposure_6785b446-b633-490c-a29d-bd6f8e87efa9,1,1,Sunshine Beach,Sunshine Beach,Noosa,Sunshine Coast,1
2024-07-01T00:00:00Z,claim_fc961f7c-0ae8-4dc2-84a3-5ce1f77fcd55,4,exposure_11f4270c-d173-47e6-9f33-4a5e9d4d8bc0,covered_paid,Other,170.5909090909091,280.45454545454544,2763,Quakers Hill,NSW,59266,2024-07-01T00:00:00Z,male,TRUE,0-3 months,FALSE,2024-03-06T17:00:00Z,3,90,100,House,1977-11-27,90100,0-6 months,46,1,2,unnamed cross,unknown,australian kelpie cross,australian kelpie cross,TRUE,0,2024-03-07T21:41:36Z,Evening (18:00 - 23:59),exposure_11f4270c-d173-47e6-9f33-4a5e9d4d8bc0,1,1,Nirimba Fields,Schofields (West) - Colebee,Blacktown - North,Sydney - Blacktown,1
2024-07-02T00:00:00Z,claim_03210d5b-7193-4940-a1f9-b0607a2562cb,5,exposure_9f579ff5-a2b4-4b6e-ac29-7e9a9ad5991d,covered_paid,Injuries,191.45454545454544,239.3181818181818,3183,Saint Kilda East,VIC,61274,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-02-24T17:00:00Z,2,80,0,Apartment,1995-02-23,800,0-6 months,29,1,3,purebred,mastiff,rottweiler,rottweiler,FALSE,0,2024-02-25T13:40:33Z,Afternoon (12:00 - 17:59),exposure_9f579ff5-a2b4-4b6e-ac29-7e9a9ad5991d,1,1,St Kilda East,Caulfield - North,Glen Eira,Melbourne - Inner South,1
2024-07-02T00:00:00Z,claim_0c2376f1-e4ad-4c37-aa09-9930779e8692,2,exposure_c5d9f5e0-9c9f-41ea-98c6-0a8bbd54e686,covered,Eyes & ears,0,160.8181818181818,3337,Melton,VIC,54031,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-05-14T17:00:00Z,2,100,200,House,1975-10-02,100200,0-6 months,48,1,3,purebred,water dog,poodlestandard,poodlestandard,FALSE,0,2024-05-15T14:20:13Z,Afternoon (12:00 - 17:59),exposure_c5d9f5e0-9c9f-41ea-98c6-0a8bbd54e686,1,1,Melton (Vic.),Melton,Melton - Bacchus Marsh,Melbourne - West,1
2024-07-02T00:00:00Z,claim_20df7892-87d7-4f8c-a832-3e6e4011d0f2,4,exposure_46e83ac6-8b37-4c52-976e-6768aaf4408c,covered_paid,Gastrointestinal Issues,66.71818181818182,85.04545454545453,5244,Woodside,SA,50813,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-03-23T17:00:00Z,2,90,100,House,1971-03-01,90100,0-6 months,53,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-03-24T18:27:38Z,Evening (18:00 - 23:59),exposure_46e83ac6-8b37-4c52-976e-6768aaf4408c,1,1,Tungkillo,Mannum,Murray and Mallee,South Australia - South East,2
2024-07-02T00:00:00Z,claim_222b12cd-dbee-4248-977c-cb4739331ba9,7,exposure_f6d66459-cc9e-4db5-9d20-e74a4ab85264,covered_paid,Ingestion,150.76363636363635,188.45454545454544,3095,Eltham,VIC,60025,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-27T17:00:00Z,2,80,100,House,1970-03-16,80100,0-6 months,53,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2023-12-28T14:54:50Z,Afternoon (12:00 - 17:59),exposure_f6d66459-cc9e-4db5-9d20-e74a4ab85264,1,1,Research,Research - North Warrandyte,Nillumbik - Kinglake,Melbourne - North East,1
2024-07-02T00:00:00Z,claim_2ab2fcac-f488-4d40-be32-99b19e1b6e65,8,exposure_856c561a-d931-49ab-a30d-02808558b883,covered_paid,Other,370.9727272727272,463.71818181818173,4213,Mudgeeraba,QLD,48886,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-11-19T17:00:00Z,2,80,100,House,1981-06-25,80100,0-6 months,42,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2023-11-20T09:02:44Z,Morning (05:00 - 11:59),exposure_856c561a-d931-49ab-a30d-02808558b883,1,1,Tallai,Worongary - Tallai,Nerang,Gold Coast,1
2024-07-02T00:00:00Z,claim_2c0bdfaf-bae4-44d0-8b69-608117b1c5dd,8,exposure_ad26db96-8d93-4a67-9820-ae0132844a1c,covered_paid,Eyes & ears,56,70,3064,Craigieburn,VIC,47887,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-11-22T17:00:00Z,4,80,0,House,1993-04-04,800,0-6 months,30,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2023-11-23T11:33:06Z,Morning (05:00 - 11:59),exposure_ad26db96-8d93-4a67-9820-ae0132844a1c,1,1,Roxburgh Park,Roxburgh Park - North,Tullamarine - Broadmeadows,Melbourne - North West,1
2024-07-02T00:00:00Z,claim_545d377f-9f88-4f7c-ac65-4408b06e1a21,5,exposure_4c184949-9e43-468e-a931-8a96d9489e8d,covered_with_exclusions_paid,Ortho,313.9363636363636,985.181818181818,5158,Hallett Cove,SA,54335,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-02-19T17:00:00Z,3,90,100,House,1981-06-04,90100,0-6 months,42,1,1,purebred,water dog,poodletoy,poodletoy,FALSE,0,2024-02-20T12:25:10Z,Afternoon (12:00 - 17:59),exposure_4c184949-9e43-468e-a931-8a96d9489e8d,1,1,O'Halloran Hill,Happy Valley,Onkaparinga,Adelaide - South,1
2024-07-02T00:00:00Z,claim_559ddb0e-a4f0-4cd0-8508-e1c98244de0e,5,exposure_50c84f9f-ade1-463c-a978-86bd94f688ec,covered_paid,Dental,493.27272727272725,584.1818181818181,2486,Banora Point,NSW,44450,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-02-14T17:00:00Z,4,100,100,House,1974-12-07,100100,0-6 months,49,1,1,purebred,spitz related,pomeranian,pomeranian,FALSE,0,2024-02-15T11:41:33Z,Morning (05:00 - 11:59),exposure_50c84f9f-ade1-463c-a978-86bd94f688ec,1,1,Tweed Heads South,Tweed Heads South,Tweed Valley,Richmond - Tweed,1
2024-07-02T00:00:00Z,claim_5dae4ab4-2f89-46ca-b457-cc2671fa7c19,5,exposure_2beb16b7-1ba1-4425-8c44-78de98331f24,covered_paid,Injuries,240.5090909090909,300.6363636363636,3200,Frankston North,VIC,48248,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-02-02T17:00:00Z,4,80,100,House,1980-02-13,80100,0-6 months,44,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-02-03T18:14:53Z,Evening (18:00 - 23:59),exposure_2beb16b7-1ba1-4425-8c44-78de98331f24,1,0.662150537634408,Frankston North,Frankston North,Frankston,Mornington Peninsula,1
2024-07-02T00:00:00Z,claim_63fbad35-9ce8-442b-991a-de38de48d89e,3,exposure_0412b94c-ace4-469c-a102-efefd846651f,covered_paid,Ingestion,254.1818181818182,499.5454545454545,2050,Camperdown,NSW,59807,2024-07-01T00:00:00Z,male,TRUE,4-6 months,FALSE,2024-04-29T17:00:00Z,33,80,200,House,1993-07-28,80200,2 years,30,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-04-30T09:48:00Z,Morning (05:00 - 11:59),exposure_0412b94c-ace4-469c-a102-efefd846651f,1,1,Camperdown (NSW),Camperdown - Darlington,Sydney Inner City,Sydney - City and Inner South,1
2024-07-02T00:00:00Z,claim_6f3fa7a2-256f-4fd9-a5d7-fed732a6b12e,6,exposure_1e255112-06dc-457a-b63b-21ae693e0de8,covered_with_exclusions_paid,Gastrointestinal Issues,269.48181818181814,384.1272727272727,2604,Kingston,ACT,58428,2024-07-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-23T17:00:00Z,2,80,100,House,1987-06-16,80100,0-6 months,36,1,1,unnamed cross,unknown,shetland sheepdog cross,shetland sheepdog cross,FALSE,0,2024-01-24T07:55:13Z,Morning (05:00 - 11:59),exposure_1e255112-06dc-457a-b63b-21ae693e0de8,1,1,Kingston (ACT),Kingston (ACT),South Canberra,Australian Capital Territory,1
2024-07-02T00:00:00Z,claim_7d712f47-de19-4649-bc85-d8b062dd20eb,5,exposure_ac597609-d212-4931-a0ca-0c2c93b47c50,covered_paid,Eyes & ears,268.890909090909,389.6818181818182,4178,Wynnum West,QLD,56305,2024-07-01T00:00:00Z,male,TRUE,0-3 months,FALSE,2024-02-02T17:00:00Z,4,90,100,House,1991-02-25,90100,0-6 months,33,2,3,cross,cross,cross,"bull arab cross, american staffordshire terrier",FALSE,0,2024-02-03T14:16:04Z,Afternoon (12:00 - 17:59),exposure_ac597609-d212-4931-a0ca-0c2c93b47c50,1,1,Moreton Island,Moreton Island,Wynnum - Manly,Brisbane - East,1
2024-07-02T00:00:00Z,claim_8e6a1a25-9918-4a03-8318-c24cc9a1733e,5,exposure_2e87e249-0974-4e94-b3f8-599fce9d2412,covered_paid,Other,143.63636363636363,143.63636363636363,2250,East Gosford,NSW,47184,2024-07-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-02-08T17:00:00Z,7,90,100,House,2004-03-23,90100,7-12 months,19,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-02-09T15:48:24Z,Afternoon (12:00 - 17:59),exposure_2e87e249-0974-4e94-b3f8-599fce9d2412,1,1,Wrights Creek (NSW),Bilpin - Colo - St Albans,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,1
